_excel_row,payType,itemID,CommonPayKey,moduleNameId,itemShow,indexID,itemName,itemTypeName,icon,money_dollar,diamond,currencyType,priceType,vipType,discountRate,firstPayBenefitId,buyCountLimit,activityLimit,dailyLimit,weeklyLimit,monthlyLimit,needVipLevel,needVipLevelMax,validTimeSecond,timeLimitGroupID,consumeItemId,consumeItemCount,discountId,chip,emoticonSecond,emoticonItemId,giveItemId,giveItemcount,give,giveItem2Id,giveItem2count,giveVipExp,prizeRate,reductionRate,originalPrice,buyFail,popUp,isVipAdd,rewardDay,rewardDiamond,rewardMailTitle,rewardMailContent,payPoint,displayType,isContinuousAdd,rewardRate
27,2,iap_shop_coin499,PK_499,1000,1,111,金币3,coin,chip4,499,0,,9,1,100,,,,,,,,,,,,,,5000000,,,,,,,,500,,0,,,0,0,0,0,,,0,,1,100
28,2,iap_shop_coin199,PK_199,1000,1,114,金币1,coin,chip2,199,0,,9,1,100,,,,,,,,,,,,,,2000000,,,,,,,,200,,0,,,0,0,0,0,,,0,,1,100
29,1,gp_novicepass,PK_199,9000,,17,首充礼包,firstpay,,199,0,,,,,,1,,,,,,,,,,,,10000000,,,160001,15,,,,200,100,1000,,,1,0,0,0,,,0,,,100
30,2,iap_novicepass,PK_199,9000,,18,首充礼包,firstpay,,199,0,,,,,,1,,,,,,,,,,,,10000000,,,160001,15,,,,200,100,1000,,,1,0,0,0,,,0,,,100
31,1,gp_roulette_1,PK_399,30000,,130001,付费转盘v0,roulette,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,114,,,,,,,,,,,,,100
32,1,gp_roulette_2,PK_599,30000,,130002,付费转盘v1,roulette,,599,,,,,,,,,,,,,,,,,,,0,,,,,,,,600,119,,,,,,,,,,,,,100
33,1,gp_roulette_3,sp_3,,,130003,付费转盘v2,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
34,1,gp_roulette_4,sp_4,,,130004,付费转盘v3,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
35,1,gp_roulette_5,sp_5,,,130005,付费转盘v4,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
36,1,gp_roulette_6,sp_6,,,130006,付费转盘v5,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
37,1,gp_roulette_7,sp_7,,,130007,付费转盘v6,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
38,1,gp_roulette_8,sp_8,,,130008,付费转盘v7,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
39,1,gp_roulette_9,sp_9,,,130009,付费转盘v8,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
40,1,gp_roulette_10,sp_10,,,130010,付费转盘v9,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
41,2,iap_roulette_1,PK_399,30000,,140001,付费转盘v0,roulette,,399,,,,,,,,,,,,,,,,,,,0,,,,,,,,400,114,,,,,,,,,,,,,100
42,2,iap_roulette_2,PK_599,30000,,140002,付费转盘v1,roulette,,599,,,,,,,,,,,,,,,,,,,0,,,,,,,,600,119,,,,,,,,,,,,,100
43,2,iap_roulette_3,sp_3,,,140003,付费转盘v2,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
44,2,iap_roulette_4,sp_4,,,140004,付费转盘v3,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
45,2,iap_roulette_5,sp_5,,,140005,付费转盘v4,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
46,2,iap_roulette_6,sp_6,,,140006,付费转盘v5,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
47,2,iap_roulette_7,sp_7,,,140007,付费转盘v6,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
48,2,iap_roulette_8,sp_8,,,140008,付费转盘v7,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
49,2,iap_roulette_9,sp_9,,,140009,付费转盘v8,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
50,2,iap_roulette_10,sp_10,,,140010,付费转盘v9,roulette,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,100
51,1,gp_broke_coin99,PK_99,33000,2,1000,破产金币礼包1,brokecoin,,99,,,,,100,,,,,,,,,,,,,,1000000,,,,,,,,100,100,0,,,0,3,,,,,,,,100
52,1,gp_broke_coin199,PK_199,33000,2,1001,破产金币礼包2,brokecoin,,199,,,,,100,,,,,,,,,,,,,,2000000,,,,,,,,200,100,0,,,0,3,,,,,,,,100
53,1,gp_broke_coin299,PK_299,33000,2,1002,破产金币礼包3,brokecoin,,299,,,,,100,,,,,,,,,,,,,,3000000,,,,,,,,300,109,0,,,0,3,,,,,,,,100
54,1,gp_broke_coin399,PK_399,33000,2,1059,破产金币礼包4,brokecoin,,399,,,,,100,,,,,,,,,,,,,,4000000,,,,,,,,400,114,0,,,0,3,,,,,,,,100
55,1,gp_broke_coin499,PK_499,33000,2,1003,破产金币礼包5,brokecoin,,499,,,,,100,,,,,,,,,,,,,,5000000,,,,,,,,500,119,0,,,0,3,,,,,,,,100
56,1,gp_broke_coin599,PK_599,33000,2,1060,破产金币礼包6,brokecoin,,599,,,,,100,,,,,,,,,,,,,,6000000,,,,,,,,600,119,0,,,0,3,,,,,,,,100
57,1,gp_broke_coin699,PK_699,33000,2,1061,破产金币礼包7,brokecoin,,699,,,,,100,,,,,,,,,,,,,,7000000,,,,,,,,700,124,0,,,0,3,,,,,,,,100
58,1,gp_broke_coin799,PK_799,33000,2,1004,破产金币礼包8,brokecoin,,799,,,,,100,,,,,,,,,,,,,,8000000,,,,,,,,800,129,0,,,0,3,,,,,,,,100
59,1,gp_broke_coin899,PK_899,33000,2,1062,破产金币礼包9,brokecoin,,899,,,,,100,,,,,,,,,,,,,,9000000,,,,,,,,900,134,0,,,0,3,,,,,,,,100
60,1,gp_broke_coin999,PK_999,33000,2,1005,破产金币礼包10,brokecoin,,999,,,,,100,,,,,,,,,,,,,,10000000,,,,,,,,1000,139,0,,,0,3,,,,,,,,100
61,1,gp_broke_coin1099,PK_1099,33000,2,1063,破产金币礼包11,brokecoin,,1099,,,,,100,,,,,,,,,,,,,,11000000,,,,,,,,1100,142,0,,,0,3,,,,,,,,100
62,1,gp_broke_coin1199,PK_1199,33000,2,1064,破产金币礼包12,brokecoin,,1199,,,,,100,,,,,,,,,,,,,,12000000,,,,,,,,1200,146,0,,,0,3,,,,,,,,100
63,1,gp_broke_coin1299,PK_1299,33000,2,1006,破产金币礼包13,brokecoin,,1299,,,,,100,,,,,,,,,,,,,,13000000,,,,,,,,1300,149,0,,,0,3,,,,,,,,100
64,1,gp_broke_coin1399,PK_1399,33000,2,1065,破产金币礼包14,brokecoin,,1399,,,,,100,,,,,,,,,,,,,,14000000,,,,,,,,1400,151,0,,,0,3,,,,,,,,100
65,1,gp_broke_coin1499,PK_1499,33000,2,1007,破产金币礼包15,brokecoin,,1499,,,,,100,,,,,,,,,,,,,,15000000,,,,,,,,1500,154,0,,,0,3,,,,,,,,100
66,1,gp_broke_coin1999,PK_1999,33000,2,1008,破产金币礼包16,brokecoin,,1999,,,,,100,,,,,,,,,,,,,,20000000,,,,,,,,2000,158,0,,,0,3,,,,,,,,100
67,1,gp_broke_coin2499,PK_2499,33000,2,1009,破产金币礼包17,brokecoin,,2499,,,,,100,,,,,,,,,,,,,,25000000,,,,,,,,2500,163,0,,,0,3,,,,,,,,100
68,1,gp_broke_coin2999,PK_2999,33000,2,1051,破产金币礼包18,brokecoin,,2999,,,,,100,,,,,,,,,,,,,,30000000,,,,,,,,3000,163,0,,,0,3,,,,,,,,100
69,1,gp_broke_coin3499,PK_3499,33000,2,1052,破产金币礼包19,brokecoin,,3499,,,,,100,,,,,,,,,,,,,,35000000,,,,,,,,3500,168,0,,,0,3,,,,,,,,100
70,1,gp_broke_coin3999,PK_3999,33000,2,1053,破产金币礼包20,brokecoin,,3999,,,,,100,,,,,,,,,,,,,,40000000,,,,,,,,4000,173,0,,,0,3,,,,,,,,100
71,1,gp_broke_coin4999,PK_4999,33000,2,1054,破产金币礼包21,brokecoin,,4999,,,,,100,,,,,,,,,,,,,,50000000,,,,,,,,5000,178,0,,,0,3,,,,,,,,100
72,1,gp_broke_coin5499,PK_5499,33000,2,1055,破产金币礼包22,brokecoin,,5499,,,,,100,,,,,,,,,,,,,,55000000,,,,,,,,5500,178,0,,,0,3,,,,,,,,100
73,1,gp_broke_coin7499,PK_7499,33000,2,1056,破产金币礼包23,brokecoin,,7499,,,,,100,,,,,,,,,,,,,,75000000,,,,,,,,7500,188,0,,,0,3,,,,,,,,100
74,1,gp_broke_coin9999,PK_9999,33000,2,1058,破产金币礼包24,brokecoin,,9999,,,,,100,,,,,,,,,,,,,,100000000,,,,,,,,10000,200,0,,,0,3,,,,,,,,100
75,2,iap_broke_coin99,PK_99,33000,2,1010,破产金币礼包1,brokecoin,,99,,,,,100,,,,,,,,,,,,,,1000000,,,,,,,,100,100,0,,,0,3,,,,,,,,100
76,2,iap_broke_coin199,PK_199,33000,2,1011,破产金币礼包2,brokecoin,,199,,,,,100,,,,,,,,,,,,,,2000000,,,,,,,,200,100,0,,,0,3,,,,,,,,100
77,2,iap_broke_coin299,PK_299,33000,2,1012,破产金币礼包3,brokecoin,,299,,,,,100,,,,,,,,,,,,,,3000000,,,,,,,,300,109,0,,,0,3,,,,,,,,100
78,2,iap_broke_coin399,PK_399,33000,2,1028,破产金币礼包4,brokecoin,,399,,,,,100,,,,,,,,,,,,,,4000000,,,,,,,,400,114,0,,,0,3,,,,,,,,100
79,2,iap_broke_coin499,PK_499,33000,2,1013,破产金币礼包5,brokecoin,,499,,,,,100,,,,,,,,,,,,,,5000000,,,,,,,,500,119,0,,,0,3,,,,,,,,100
80,2,iap_broke_coin599,PK_599,33000,2,1029,破产金币礼包6,brokecoin,,599,,,,,100,,,,,,,,,,,,,,6000000,,,,,,,,600,119,0,,,0,3,,,,,,,,100
81,2,iap_broke_coin699,PK_699,33000,2,1030,破产金币礼包7,brokecoin,,699,,,,,100,,,,,,,,,,,,,,7000000,,,,,,,,700,124,0,,,0,3,,,,,,,,100
82,2,iap_broke_coin799,PK_799,33000,2,1014,破产金币礼包8,brokecoin,,799,,,,,100,,,,,,,,,,,,,,8000000,,,,,,,,800,129,0,,,0,3,,,,,,,,100
83,2,iap_broke_coin899,PK_899,33000,2,1031,破产金币礼包9,brokecoin,,899,,,,,100,,,,,,,,,,,,,,9000000,,,,,,,,900,134,0,,,0,3,,,,,,,,100
84,2,iap_broke_coin999,PK_999,33000,2,1015,破产金币礼包10,brokecoin,,999,,,,,100,,,,,,,,,,,,,,10000000,,,,,,,,1000,139,0,,,0,3,,,,,,,,100
85,2,iap_broke_coin1099,PK_1099,33000,2,1032,破产金币礼包11,brokecoin,,1099,,,,,100,,,,,,,,,,,,,,11000000,,,,,,,,1100,142,0,,,0,3,,,,,,,,100
86,2,iap_broke_coin1199,PK_1199,33000,2,1033,破产金币礼包12,brokecoin,,1199,,,,,100,,,,,,,,,,,,,,12000000,,,,,,,,1200,146,0,,,0,3,,,,,,,,100
87,2,iap_broke_coin1299,PK_1299,33000,2,1016,破产金币礼包13,brokecoin,,1299,,,,,100,,,,,,,,,,,,,,13000000,,,,,,,,1300,149,0,,,0,3,,,,,,,,100
88,2,iap_broke_coin1399,PK_1399,33000,2,1034,破产金币礼包14,brokecoin,,1399,,,,,100,,,,,,,,,,,,,,14000000,,,,,,,,1400,151,0,,,0,3,,,,,,,,100
89,2,iap_broke_coin1499,PK_1499,33000,2,1017,破产金币礼包15,brokecoin,,1499,,,,,100,,,,,,,,,,,,,,15000000,,,,,,,,1500,154,0,,,0,3,,,,,,,,100
90,2,iap_broke_coin1999,PK_1999,33000,2,1018,破产金币礼包16,brokecoin,,1999,,,,,100,,,,,,,,,,,,,,20000000,,,,,,,,2000,158,0,,,0,3,,,,,,,,100
91,2,iap_broke_coin2499,PK_2499,33000,2,1019,破产金币礼包17,brokecoin,,2499,,,,,100,,,,,,,,,,,,,,25000000,,,,,,,,2500,163,0,,,0,3,,,,,,,,100
92,2,iap_broke_coin2999,PK_2999,33000,2,1020,破产金币礼包18,brokecoin,,2999,,,,,100,,,,,,,,,,,,,,30000000,,,,,,,,3000,163,0,,,0,3,,,,,,,,100
93,2,iap_broke_coin3499,PK_3499,33000,2,1021,破产金币礼包19,brokecoin,,3499,,,,,100,,,,,,,,,,,,,,35000000,,,,,,,,3500,168,0,,,0,3,,,,,,,,100
94,2,iap_broke_coin3999,PK_3999,33000,2,1022,破产金币礼包20,brokecoin,,3999,,,,,100,,,,,,,,,,,,,,40000000,,,,,,,,4000,173,0,,,0,3,,,,,,,,100
95,2,iap_broke_coin4999,PK_4999,33000,2,1023,破产金币礼包21,brokecoin,,4999,,,,,100,,,,,,,,,,,,,,50000000,,,,,,,,5000,178,0,,,0,3,,,,,,,,100
96,2,iap_broke_coin5499,PK_5499,33000,2,1024,破产金币礼包22,brokecoin,,5499,,,,,100,,,,,,,,,,,,,,55000000,,,,,,,,5500,178,0,,,0,3,,,,,,,,100
97,2,iap_broke_coin7499,PK_7499,33000,2,1025,破产金币礼包23,brokecoin,,7499,,,,,100,,,,,,,,,,,,,,75000000,,,,,,,,7500,188,0,,,0,3,,,,,,,,100
98,2,iap_broke_coin9999,PK_9999,33000,2,1027,破产金币礼包24,brokecoin,,9999,,,,,100,,,,,,,,,,,,,,100000000,,,,,,,,10000,200,0,,,0,3,,,,,,,,100
99,1,gp_windouble_199,PK_199,34000,2,1105,破产钻石礼包1,brokediamond,,199,200,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,200,100,0,,,0,0,,,,,,,,100
100,1,gp_broke_diamond499,PK_499,34000,2,1100,破产钻石礼包1,brokediamond,,499,500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,500,119,0,,,0,0,,,,,,,,100
101,1,gp_broke_diamond1499,PK_1499,34000,2,1101,破产钻石礼包2,brokediamond,,1499,1500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,1500,154,0,,,0,0,,,,,,,,100
102,1,gp_broke_diamond2499,PK_2499,34000,2,1102,破产钻石礼包3,brokediamond,,2499,2500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,2500,163,0,,,0,0,,,,,,,,100
103,1,gp_windouble_4999,PK_4999,34000,2,1103,破产钻石礼包4,brokediamond,,4999,5000,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,5000,178,0,,,0,0,,,,,,,,100
104,1,gp_windouble_9999,PK_9999,34000,2,1104,破产钻石礼包5,brokediamond,,9999,10000,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,10000,200,0,,,0,0,,,,,,,,100
105,2,iap_windouble_199,PK_199,34000,2,1115,破产钻石礼包1,brokediamond,,199,200,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,200,100,0,,,0,0,,,,,,,,100
106,2,iap_broke_diamond499,PK_499,34000,2,1110,破产钻石礼包1,brokediamond,,499,500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,500,119,0,,,0,0,,,,,,,,100
107,2,iap_broke_diamond1499,PK_1499,34000,2,1111,破产钻石礼包2,brokediamond,,1499,1500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,1500,154,0,,,0,0,,,,,,,,100
108,2,iap_broke_diamond2499,PK_2499,34000,2,1112,破产钻石礼包3,brokediamond,,2499,2500,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,2500,163,0,,,0,0,,,,,,,,100
109,2,iap_windouble_4999,PK_4999,34000,2,1113,破产钻石礼包4,brokediamond,,4999,5000,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,5000,178,0,,,0,0,,,,,,,,100
110,2,iap_windouble_9999,PK_9999,34000,2,1114,破产钻石礼包5,brokediamond,,9999,10000,2,,1,100,,,,,,,,,,,,,,0,,,,,,,,10000,200,0,,,0,0,,,,,,,,100
111,1,gp_bag_horse_1,PK_299,7000,,140095,赛马1,horsebag,,299,30,,,,,,,,1,,,,,,,,,,3000000,,,,,,,,300,109,,,,1,0,0,0,,,0,,,100
112,1,gp_bag_horse_2,PK_599,7000,,140096,赛马2,horsebag,,599,60,,,,,,,,1,,,,,,,,,,6000000,,,,,,,,600,119,,,,1,0,0,0,,,0,,,100
113,1,gp_bag_horse_3,PK_1499,7000,,140097,赛马3,horsebag,,1499,150,,,,,,,,1,,,,,,,,,,15000000,,,,,,,,1500,154,,,,1,0,0,0,,,0,,,100
114,1,gp_bag_horse_4,PK_3499,7000,,140098,赛马4,horsebag,,3499,350,,,,,,,,1,,,,,,,,,,35000000,,,,,,,,3500,168,,,,1,0,0,0,,,0,,,100
115,2,iap_bag_horse_1_1,PK_299,7000,,140099,赛马1,horsebag,,299,30,,,,,,,,1,,,,,,,,,,3000000,,,,,,,,300,109,,,,1,0,0,0,,,0,,,100
116,2,iap_bag_horse_1_2,PK_599,7000,,140101,赛马2,horsebag,,599,60,,,,,,,,1,,,,,,,,,,6000000,,,,,,,,600,119,,,,1,0,0,0,,,0,,,100
117,2,iap_bag_horse_1_3,PK_1499,7000,,117,赛马3,horsebag,,1499,150,,,,,,,,1,,,,,,,,,,15000000,,,,,,,,1500,154,,,,1,0,0,0,,,0,,,100
118,2,iap_bag_horse_1_4,PK_3499,7000,,118,赛马4,horsebag,,3499,350,,,,,,,,1,,,,,,,,,,35000000,,,,,,,,3500,168,,,,1,0,0,0,,,0,,,100
119,1,gp_card_weekly699,PK_699,4000,,1500001,周卡1,weeklycard,,699,0,,,,,,,,,,,,,,,,,,6300000,,,,,,,,700,124,,,,,3,,,,,,,,50
120,1,gp_card_weekly3499,PK_3499,4000,,1500002,周卡2,weeklycard,,3499,210,,,,,,,,,,,,,,,,,,25900000,,,30110,1,,,,3500,168,,,,,3,,,,,,,,50
121,1,gp_card_monthly4499,PK_4499,4001,,1500003,月卡,monthlycard,,4499,1425,,,,,,,,,,,,,,,,,,20250000,,,30110,1,,,,4500,178,,,,,3,,,,,,,,12
122,2,iap_card_weekly699,PK_699,4000,,1501001,周卡1,weeklycard,,699,0,,,,,,,,,,,,,,,,,,6300000,,,,,,,,700,124,,,,,3,,,,,,,,50
123,2,iap_card_weekly3499,PK_3499,4000,,1501002,周卡2,weeklycard,,3499,210,,,,,,,,,,,,,,,,,,25900000,,,30110,1,,,,3500,168,,,,,3,,,,,,,,50
124,2,iap_card_monthly4499,PK_4499,4001,,1501003,月卡,monthlycard,,4499,1425,,,,,,,,,,,,,,,,,,20250000,,,30110,1,,,,4500,178,,,,,3,,,,,,,,12
125,1,gp_offer_limit599,PK_599,13000,,1510001,3选1每日礼包1,offer1in3,,599,,,,,120,,,,,,,,,,,,,,6000000,,,,,,,,600,119,0,,,,3,,,,,,,,100
126,1,gp_offer_limit799,PK_799,13000,,1510002,3选1每日礼包2,offer1in3,,799,,,,,120,,,,,,,,,,,,,,8000000,,,,,,,,800,129,0,,,,3,,,,,,,,100
127,1,gp_offer_limit999,PK_999,13000,,1510003,3选1每日礼包3,offer1in3,,999,,,,,120,,,,,,,,,,,,,,10000000,,,,,,,,1000,139,0,,,,3,,,,,,,,100
128,1,gp_offer_limit1299,PK_1299,13000,,1510010,3选1每日礼包4,offer1in3,,1299,,,,,120,,,,,,,,,,,,,,13000000,,,,,,,,1300,149,0,,,,3,,,,,,,,100
129,1,gp_offer_limit1499,PK_1499,13000,,1510011,3选1每日礼包5,offer1in3,,1499,,,,,120,,,,,,,,,,,,,,15000000,,,,,,,,1500,154,0,,,,3,,,,,,,,100
130,1,gp_offer_limit1799,PK_1799,13000,,1510004,3选1每日礼包6,offer1in3,,1799,,,,,120,,,,,,,,,,,,,,18000000,,,,,,,,1800,158,0,,,,3,,,,,,,,100
131,1,gp_offer_limit2499,PK_2499,13000,,1510005,3选1每日礼包7,offer1in3,,2499,,,,,120,,,,,,,,,,,,,,25000000,,,,,,,,2500,163,0,,,,3,,,,,,,,100
132,1,gp_offer_limit3999,PK_3999,13000,,1510006,3选1每日礼包8,offer1in3,,3999,,,,,120,,,,,,,,,,,,,,40000000,,,,,,,,4000,173,0,,,,3,,,,,,,,100
133,1,gp_offer_limit5999,PK_5999,13000,,1510007,3选1每日礼包9,offer1in3,,5999,,,,,120,,,,,,,,,,,,,,60000000,,,,,,,,6000,183,0,,,,3,,,,,,,,100
134,1,gp_offer_limit7999,PK_7999,13000,,1510008,3选1每日礼包10,offer1in3,,7999,,,,,120,,,,,,,,,,,,,,80000000,,,,,,,,8000,188,0,,,,3,,,,,,,,100
135,1,gp_offer_limit9999,PK_9999,13000,,1510009,3选1每日礼包11,offer1in3,,9999,,,,,120,,,,,,,,,,,,,,100000000,,,,,,,,10000,200,0,,,,3,,,,,,,,100
136,2,iap_offer_limit599,PK_599,13000,,1511001,3选1每日礼包1,offer1in3,,599,,,,,120,,,,,,,,,,,,,,6000000,,,,,,,,600,119,0,,,,3,,,,,,,,100
137,2,iap_offer_limit799,PK_799,13000,,1511002,3选1每日礼包2,offer1in3,,799,,,,,120,,,,,,,,,,,,,,8000000,,,,,,,,800,129,0,,,,3,,,,,,,,100
138,2,iap_offer_limit999,PK_999,13000,,1511003,3选1每日礼包3,offer1in3,,999,,,,,120,,,,,,,,,,,,,,10000000,,,,,,,,1000,139,0,,,,3,,,,,,,,100
139,2,iap_offer_limit1299,PK_1299,13000,,1511010,3选1每日礼包4,offer1in3,,1299,,,,,120,,,,,,,,,,,,,,13000000,,,,,,,,1300,149,0,,,,3,,,,,,,,100
140,2,iap_offer_limit1499,PK_1499,13000,,1511011,3选1每日礼包5,offer1in3,,1499,,,,,120,,,,,,,,,,,,,,15000000,,,,,,,,1500,154,0,,,,3,,,,,,,,100
141,2,iap_offer_limit1799,PK_1799,13000,,1511004,3选1每日礼包6,offer1in3,,1799,,,,,120,,,,,,,,,,,,,,18000000,,,,,,,,1800,158,0,,,,3,,,,,,,,100
142,2,iap_offer_limit2499,PK_2499,13000,,1511005,3选1每日礼包7,offer1in3,,2499,,,,,120,,,,,,,,,,,,,,25000000,,,,,,,,2500,163,0,,,,3,,,,,,,,100
